"","53ea7f0500e5790843000001","53ec1ba3adfd950841000000","53ecff906ce61cfb2e000004","53ed01cceab72a9241000000","53ed5839a9a0b1572a000000","53f12e1eee140fba78000001","53f29bcb6ce61ce921000000","53f330abee140fd373000003","53f37f54a9a0b13220000001","53f3c020eab72a0d71000002"
"D. C., 02451",1,0,0,0,0,0,0,0,0,0
"J. L., 12180",1,0,1,0,0,0,0,0,0,0
"F. B., 28372",1,0,0,0,0,0,0,0,0,0
"C. H., 95621",1,0,0,0,0,0,0,0,0,0
"A. J., 23462",1,0,0,0,0,0,0,0,0,0
"D. C., 33134",1,0,0,0,0,0,0,0,0,0
"T. B., 23224",1,0,0,0,0,0,0,0,0,0
"S. M., 77042",1,0,0,0,0,0,0,0,0,0
"T. S., 60605",1,0,0,0,1,0,0,0,0,0
"S. G., 76544",1,0,0,0,0,0,0,0,0,0
"C. H., 48423",1,0,0,0,0,0,0,0,0,0
"H. L., 92084",1,0,0,0,0,0,0,0,0,0
"D. J., 47712",1,0,0,0,0,0,0,0,0,0
"G. V., 98052",1,0,0,0,0,0,0,0,0,0
"B. K., 92104",1,0,0,0,0,0,0,0,0,0
"E. T., 95301",1,0,0,0,0,0,0,0,0,0
"J. D., 21045",1,0,0,0,0,0,0,0,0,0
"K. H., 89102",1,0,0,0,0,0,0,0,0,0
"D. F., 10940",1,0,0,0,0,0,0,0,0,0
"L. W., 91436",1,0,1,0,0,0,0,0,0,0
"J. C., 98290",1,0,1,0,1,0,0,0,0,0
"E. L., 33579",1,1,0,0,1,0,0,0,0,0
"M. S., 15613",1,0,0,0,0,0,0,0,0,0
"M. B., 92129",1,0,0,0,0,0,0,0,0,0
"E. T., 19072",1,0,0,0,0,0,0,0,0,0
"J. P., 33901",1,0,0,0,0,0,0,0,0,0
"T. K., 34607",1,0,0,0,0,0,0,0,0,0
"H. E., l35 5bb",1,0,0,0,0,0,0,0,0,0
"A. C., 02917",1,0,0,0,0,0,0,0,0,0
"N. A., 55803",1,0,0,0,0,0,0,0,0,0
"S. G., 30114",1,0,0,0,0,1,0,0,0,0
"J. T., 23803",1,0,0,0,0,0,0,0,0,0
"F. A., 1011",1,0,0,0,0,0,0,0,0,0
"J. R., 27407",1,0,0,0,0,0,0,0,0,0
"E. M., 33147",1,0,0,0,0,0,0,0,0,0
"D. H., 08821",1,0,0,0,0,0,0,0,0,0
"M. M., 33603",1,0,0,0,0,0,0,0,0,0
"L. V., 98116",1,0,0,0,0,0,0,0,0,0
"B. M., 15825",1,0,0,0,0,0,0,0,0,0
"S. R., 10001",1,0,0,0,0,0,0,0,0,0
"S. H., 11722",1,1,0,0,0,0,0,0,0,0
"B. B., 23452",1,0,0,0,0,0,0,0,0,0
"G. S., 23227",1,0,0,0,0,0,0,0,0,0
"T. W., 02916",1,0,0,0,0,0,0,0,0,0
"T. M., 14428",1,0,0,0,0,0,0,0,0,0
"E. C., 90703",1,0,0,0,0,0,0,0,0,0
"N. N., 27410",1,0,0,0,0,0,0,0,0,0
"A. F., N2N 3E3",1,0,0,0,0,0,0,0,0,0
"K. P., 91107",1,0,0,0,0,0,0,0,0,0
"N. S., 80302",1,0,0,0,0,0,0,0,0,0
"I. H., 60645",1,1,1,0,1,1,0,0,1,1
"L. F., 14215",1,0,0,0,0,0,0,0,0,0
"C. C., 46544",1,0,0,0,0,0,0,0,0,0
"S. M., 07010",1,0,0,0,0,0,0,0,0,0
"A. M., 11239",1,0,0,0,0,0,0,0,0,0
"A. C., 89169",1,0,0,0,0,0,0,0,0,0
"L. F., 45342",1,0,0,0,1,0,0,0,1,0
"A. H., R2W2R6",1,0,0,0,0,0,0,0,0,0
"J. B., 80923",1,0,0,0,0,0,0,0,0,0
"L. U., 08854",1,0,0,0,0,0,0,0,0,0
"C. H., 91752",1,0,0,0,0,0,0,0,0,0
"D. K., 21601",1,0,0,0,0,0,0,0,0,0
"W. V., 00916",1,0,0,0,0,0,0,0,0,0
"E. G., 18974",1,0,0,0,0,0,0,0,0,0
"B. M., 37127",1,0,0,0,0,0,0,0,0,0
"J. P., 34120",1,0,1,0,1,0,0,0,0,0
"J. M., 78119",1,0,0,0,0,0,0,1,0,0
"A. S., 85251",1,0,0,0,0,0,0,0,0,0
"E. C., 97232",1,0,0,0,0,0,0,0,0,0
"G. M., 55435",1,0,0,0,0,0,0,0,0,0
"J. S., 92128",1,0,0,0,0,0,0,0,0,0
"D. M., 97520",1,0,0,0,0,0,0,0,0,0
"K. V., 353525",1,0,0,0,0,0,0,0,0,0
"B. K., 66402",1,0,0,0,0,0,0,0,0,0
"C. C., 78225",1,0,0,0,0,0,0,0,0,0
"L. M., 55009",1,0,0,0,0,0,0,0,0,0
"H. G., 91780",1,0,0,0,0,0,0,0,0,0
"J. C., 19010",1,0,0,0,0,1,0,0,0,0
"R. C., 80919",1,0,0,0,0,0,0,0,1,0
"S. J., 33772",1,0,0,0,0,0,0,0,0,0
"B. M., 89149",1,0,0,0,0,0,0,0,0,0
"V. M., 77498",1,0,0,0,0,0,0,0,0,0
"J. M., 02115",1,0,0,0,0,0,0,0,0,0
"T. G., 50677",1,0,0,0,0,0,0,0,0,0
"K. W., 40509",1,0,0,0,0,0,0,0,0,0
"T. S., 37411",1,0,0,0,0,0,0,0,0,0
"S. A., 07503",1,0,0,0,0,0,0,0,0,0
"S. G., 28792",1,0,0,0,0,0,0,0,0,0
"A. F., 55411",1,0,0,0,0,0,0,0,0,0
"T. C., 64064",1,0,0,0,0,0,0,0,0,0
"B. W., 33611",1,0,0,0,0,0,0,0,0,0
"K. J., 60426",1,0,0,0,0,1,0,0,0,0
"M. T., 08108",1,0,0,0,0,0,0,0,0,0
"D. L., 55422",1,0,0,0,0,1,0,0,1,1
"T. B., 98122",1,0,0,0,0,0,0,0,0,0
"A. N., 10075",1,0,0,0,0,0,0,0,0,0
"N. T., 48185",1,0,0,0,0,0,0,0,0,0
"Z. P., 33018",1,0,0,0,0,0,0,0,0,0
"J. H., 22079",1,0,0,0,0,0,0,0,0,0
"C. C., 95503",1,0,0,0,0,0,0,0,0,0
"T. H., 32907",1,1,0,0,0,0,0,0,0,0
"K. A., 33415",1,0,0,0,0,0,0,0,0,0
"S. R., 90025",1,0,0,0,0,0,0,0,0,0
"M. L., 96815",1,0,0,0,0,0,0,0,0,0
"E. W., 28601",1,0,1,0,1,0,0,0,0,1
"K. R., 97520",1,0,0,0,0,0,0,0,0,0
"J. B., 91364",1,0,0,0,0,0,0,0,0,0
"K. C., 80127",1,0,0,0,0,0,0,0,0,0
"A. A., 63146",1,0,0,0,0,0,0,0,0,0
"M. H., 08108-1644",1,0,1,0,1,1,0,0,0,0
"R. S., 08854-2466",1,0,0,0,0,0,0,0,0,0
"A. N., 29351",1,1,1,0,1,0,0,0,0,0
"J. C., 75081",1,1,1,0,1,0,1,0,0,0
"B. B., 94103",1,0,1,0,1,1,0,0,0,0
"S. A., 24060",1,0,0,0,0,0,0,0,0,0
"M. H., 92129",1,0,0,0,0,0,0,0,0,0
"L. P., 61866",1,0,0,0,0,0,0,0,0,0
"K. R., 22180",1,0,0,0,0,0,0,0,0,0
"A. S., 76021",1,0,0,0,0,0,0,0,0,0
"S. N., 92508",1,0,0,0,0,0,0,0,0,0
"M. W., 02145",1,0,0,0,0,0,0,0,0,0
"C. D., n1g 2w1",1,0,0,0,0,0,0,0,0,0
"D. S., 97116",1,0,0,0,0,0,0,0,0,0
"A. W., 21783",1,0,0,0,0,0,0,0,0,0
"B. M., 02917",1,0,0,0,0,0,0,0,0,0
"J. W., ng5 6gw",1,0,0,0,0,0,0,0,0,0
"D. R., 85719",1,0,0,0,0,0,0,0,0,0
"J. R., 06897",1,0,0,0,0,0,0,0,0,0
"M. V., 01453",1,0,0,0,0,0,0,0,0,0
"G. G., 92553",1,0,0,0,0,0,0,0,0,0
"E. D., 06415",1,0,0,0,0,0,0,0,0,0
"K. H., 38655",1,0,0,0,0,0,0,0,0,0
"V. G., 95834",1,0,0,0,0,0,0,0,0,0
"J. J., 28792",1,0,0,0,0,0,0,0,0,0
"R. R., 85742",1,0,0,0,0,0,0,0,0,0
"L. M., 30307",1,0,0,0,0,0,0,0,0,0
"J. L., 64083",1,0,0,0,1,1,0,0,0,1
"M. M., 07055",1,0,0,0,0,0,0,0,0,0
"A. M., 02760",1,0,0,0,0,0,0,1,0,0
"A. J., 11210",1,0,0,0,0,0,0,0,0,0
"P. K., 77479",1,0,0,0,0,0,0,0,0,0
"J. S., 12189",1,0,1,0,0,1,0,0,0,1
"E. E., 06905",1,0,0,0,1,0,0,0,0,0
"T. B., 37363",1,0,0,0,0,0,0,0,0,0
"P. H., T8W0B5",1,0,0,0,0,0,0,0,0,0
"V. L., 19606",1,0,0,0,0,0,0,0,0,0
"B. V., 49503",1,1,1,1,1,1,0,0,0,1
"D. D., 33813",1,0,0,0,0,0,0,0,0,0
"D. P., 98208",1,0,0,0,0,0,0,0,0,0
"S. A., 26241",1,0,0,0,0,0,0,0,0,0
"A. B., 97351",1,0,0,0,0,0,0,0,0,0
"M. H., 80501",1,0,0,0,0,0,0,0,0,0
"L. O., 98199",1,0,0,0,0,0,0,0,0,0
"P. P., 75062",1,0,0,0,0,0,0,0,0,0
"T. F., 80525",1,0,0,0,0,0,0,0,0,0
"J. S., 35207",1,0,0,0,0,0,0,0,0,0
"A. R., 28655",1,0,1,0,0,0,0,0,0,0
"A. T., 02148",1,0,0,0,0,0,0,0,0,0
"L. G., 93033",1,0,0,0,0,0,0,0,0,0
"S. A., 36054",1,0,0,0,0,0,0,0,0,0
"J. C., 98296",1,0,0,0,0,0,0,0,0,0
"K. T., 92410",1,0,0,0,0,0,0,0,0,0
"R. J., 02917",1,0,0,0,0,0,0,0,0,0
"J. M., BN3 3TE",1,0,0,0,0,0,0,0,0,0
"N. T., 44133",1,0,0,0,0,0,0,0,0,0
"T. C., 19122",1,0,0,0,0,0,0,0,0,0
"L. M., 94568",1,0,0,0,0,0,0,0,0,0
"J. P., 94132",1,0,0,0,0,0,0,0,0,0
"N. R., 60622",1,0,0,0,0,0,0,0,0,0
"C. W., 48085",1,0,0,0,0,0,0,0,0,0
"K. R., 22181",1,0,0,0,0,0,0,0,0,0
"S. S., 94704",1,0,0,0,0,0,0,0,0,0
"K. F., 93405",1,0,0,0,0,0,0,0,0,0
"R. W., 02126",1,0,0,0,0,0,0,0,0,0
"S. P., 18042",1,0,0,0,0,0,0,0,0,0
"B. D., 33850",1,0,0,0,0,0,0,0,0,0
"S. J., 90210",1,0,0,0,0,0,0,0,0,0
"C. T., 02815",1,0,0,0,0,0,0,0,0,0
"S. C., 21114",1,0,0,0,0,0,0,0,0,0
"E. H., 92130",1,0,0,0,0,0,0,0,0,0
"F. F., 94538",1,0,0,0,0,0,0,0,0,0
"M. G., 33313",1,0,1,0,1,0,0,0,0,1
"K. C., 98058",1,0,0,0,0,0,0,0,0,0
"B. E., 66937",1,0,0,0,0,0,0,0,0,0
"H. V., 47906",1,0,0,0,0,0,0,0,0,0
"T. A., 13204",1,1,0,0,1,1,0,0,0,0
"B. C., 11226",1,0,0,0,0,0,0,0,0,0
"M. S., 75356",1,0,0,0,0,0,0,0,0,0
"N. R., 33166",1,0,0,0,0,0,0,0,0,0
"E. O., 13203",1,0,0,0,0,0,0,0,0,0
"M. B., 33324",1,0,0,0,0,0,0,0,0,0
"B. K., none",1,0,0,0,0,0,0,0,0,0
"M. B., 67101-9521",1,0,0,0,0,0,0,0,0,0
"C. S., 28205",1,0,0,0,0,0,0,0,0,0
"T. H., 60607",1,0,0,0,0,0,0,0,0,0
"S. W., A1S 1H2",1,0,0,0,0,0,0,0,0,0
"Z. B., 89084",1,0,0,0,0,0,0,0,0,0
"A. D., 02760",1,0,0,0,0,0,0,0,0,0
"K. A., 23223",1,0,0,0,0,0,0,0,0,0
"V. Z., 92026",1,0,0,0,0,0,0,0,0,0
"A. R., 97031",1,0,0,0,0,0,0,0,0,0
"P. C., 43055",1,0,1,0,0,0,0,0,0,1
"J. W., 73150",1,0,0,0,0,0,0,0,0,0
"A. B., 03102",1,0,0,0,0,0,0,0,0,0
"T. V., 00637",1,0,0,0,0,1,0,0,0,1
"K. J., 61832",1,0,0,0,0,0,0,0,0,0
"A. G., 92354",1,0,0,0,0,0,0,0,0,0
"C. H., 48187",1,0,0,0,0,0,0,0,0,0
"M. J., 48219",1,0,0,0,0,0,0,0,0,0
"M. R., 98528",1,0,0,0,0,0,0,0,0,0
"K. C., 33837",1,1,0,0,0,1,0,0,0,0
"F. K., s9x 1a8",1,0,0,0,0,0,0,0,0,0
"K. B., 95678",1,0,0,0,0,0,0,0,0,0
"E. B., 25387",1,0,0,0,0,0,0,0,0,0
"T. U., 92596",1,0,0,0,0,0,0,0,0,0
"E. Y., 95005",1,0,0,1,0,1,0,0,0,1
"M. J., 91351",1,0,0,0,0,0,0,0,0,0
"P. L., 06457",1,0,0,0,0,0,0,0,0,0
"H. H., 95621",1,0,0,0,0,0,0,0,0,0
"A. A., 85641",1,0,0,0,0,0,0,0,0,0
"E. R., 49103",1,0,0,0,0,0,0,0,0,0
"R. B., 13790",1,0,0,0,0,0,0,0,0,0
"T. B., 40391",1,0,0,0,0,0,0,0,0,0
"L. J., 70816",1,0,1,0,1,0,0,0,0,0
"L. C., 08518",1,0,0,0,1,0,0,0,0,0
"J. B., 75506",1,0,0,0,0,0,0,0,0,0
"A. R., 92243",1,0,0,0,0,0,0,0,0,0
"T. B., 19102",1,0,0,0,0,0,0,0,0,0
"A. F., 24016",1,0,0,0,0,0,0,0,0,0
"P. K., Bt17 0xh",1,0,0,0,0,0,0,0,0,0
"M. B., 28504",1,0,0,0,0,0,0,0,0,0
"R. S., 12401",1,0,0,0,0,0,0,0,0,0
"O. M., 97330",1,0,0,1,1,0,0,0,0,0
"J. C., 77053",1,0,0,0,0,0,0,0,0,0
"E. C., 84414",1,0,0,0,0,0,0,0,0,0
"K. W., 94521",1,0,0,0,0,0,0,0,0,0
"B. D., 44116",1,1,0,0,1,0,0,0,0,0
"D. P., 72704",1,0,0,0,0,1,0,0,0,1
"E. M., 97408",1,0,0,0,0,0,0,0,0,0
"J. S., 46074",1,0,0,0,0,0,0,0,0,0
"G. W., 21201",1,0,0,0,0,0,0,0,0,0
"C. H., 95407",1,0,1,1,1,0,0,1,0,1
"L. L., 02476",1,0,0,0,0,0,0,0,0,0
"T. M., 98303",1,0,0,0,0,0,0,0,0,0
"B. C., 78225",1,0,0,0,0,0,0,0,0,0
"J. S., 11102",1,0,1,0,1,1,0,0,0,1
"J. R., 33567",1,0,0,0,0,0,0,0,0,0
"A. H., 67100",1,0,0,0,0,0,0,0,0,0
"L. W., CO7 8AE",1,0,0,0,0,0,0,0,0,0
"J. C., 33624",1,0,0,0,0,0,0,0,0,0
"S. M., 48304",1,0,1,0,1,0,0,0,0,1
"G. M., 97045",1,0,0,0,0,0,0,0,0,0
"Z. G., 55407",1,0,0,0,0,0,0,0,0,0
"A. G., 19121",1,0,0,0,0,0,0,0,0,0
"L. R., 89117",1,0,1,0,1,0,0,0,0,1
"L. B., 15289",1,0,0,0,0,0,0,0,0,0
"W. S., 02474",1,0,0,0,0,0,0,0,0,0
"M. A., 33162",1,0,1,1,0,1,0,0,0,0
"J. V., 44646",1,0,0,0,0,0,0,0,0,0
"J. R., 29681",1,0,0,0,0,0,0,0,0,0
"K. R., 56258",1,0,0,0,0,0,0,0,0,0
"R. G., 75082",1,0,0,0,0,0,0,0,0,0
"V. M., 33160",1,0,0,0,0,0,0,0,0,0
"J. K., 63139",1,0,0,0,0,0,0,0,0,0
"T. K., 55902",1,0,0,0,0,0,0,0,0,0
"L. R., 37801",1,0,0,0,0,0,0,0,0,0
"L. A., 28105",1,0,0,0,1,0,0,0,0,0
"N. B., 92373",1,0,0,0,0,0,0,0,0,0
"W. H., 21146",1,0,0,0,0,0,0,0,0,0
"G. U., 13850-2673",1,0,0,0,0,0,0,0,0,0
"S. H., 5048",1,0,0,0,0,0,0,0,0,0
"L. B., 18000",1,0,0,0,0,0,0,0,0,0
"S. P., 61054",1,0,0,0,0,0,0,0,0,0
"J. B., 60634",1,0,0,0,0,0,0,0,0,0
"A. F., 91776",1,0,0,0,0,0,0,0,0,0
"G. W., 18301",1,0,0,0,0,0,0,0,0,0
"J. H., 54703",1,0,0,0,0,0,0,0,0,0
"S. G., 85757",1,0,0,0,0,0,0,0,0,0
"T. M., 56557",1,0,0,0,0,0,0,0,0,0
"K. S., 92780",1,0,0,0,0,0,0,0,0,0
"E. D., 97365-9527",1,1,0,0,1,0,0,0,0,0
"C. D., 12549",1,0,0,0,0,0,0,0,0,0
"R. F., 91358",1,0,0,0,0,0,0,0,0,0
"D. S., 19140",1,0,0,0,0,0,0,0,0,0
"R. O., 90065",1,0,0,0,0,0,0,0,0,0
"E. R., 07043",1,0,0,0,0,0,0,0,0,0
"J. B., 28504",1,0,0,0,0,0,0,0,0,0
"L. M., 20001",1,0,0,0,0,0,0,0,0,0
"M. S., 11218",1,0,0,0,0,0,0,0,0,0
"S. A., 10458",1,0,0,0,0,0,0,0,0,1
"M. M., 33613",1,0,0,0,0,0,0,0,0,0
"S. C., 33178",1,0,0,0,0,0,0,0,0,0
"N. H., 20155",1,0,0,0,0,0,0,0,0,0
"B. U., 07660",1,0,0,0,0,0,0,0,0,0
"B. D., 77632",1,0,0,0,0,0,0,0,0,0
"S. W., 20785",1,0,0,0,0,0,0,0,0,0
"K. L., 34691",1,0,0,0,0,0,0,0,0,0
"M. N., 96338",1,0,0,0,0,0,0,0,0,0
"S. A., 02917",1,0,0,0,0,0,0,0,0,0
"J. S., 91722",1,0,0,0,0,0,0,0,0,0
"J. P., 07016",1,0,0,0,0,0,0,0,0,0
"M. H., 72704",1,0,0,0,0,0,0,0,0,0
"J. V., 97086",1,0,0,0,0,0,0,0,0,0
"R. H., 49401",1,0,0,0,0,0,0,0,0,0
"D. B., 18444",1,0,0,0,0,0,0,0,0,0
"R. S., 99362",1,0,0,0,0,0,0,0,0,0
"C. F., 35757",1,0,0,0,0,0,0,0,0,0
"R. J., 91356",1,0,1,0,1,1,0,0,0,1
"A. D., 73069",1,0,0,0,0,0,0,0,0,0
"K. K., 30101",1,0,0,0,0,0,0,0,0,0
"B. L., 97055",1,0,0,0,0,0,0,0,0,0
"G. R., 02474",1,0,0,0,0,0,0,0,0,0
"J. L., 91706",1,0,0,0,0,0,0,0,0,0
"P. C., 3971",1,0,0,0,0,0,0,0,0,0
"S. T., 45239",1,0,0,0,0,0,0,0,0,0
"K. T., 72120",1,0,0,0,0,0,0,0,0,0
"R. U., 60521",1,0,0,0,0,0,0,0,0,0
"E. S., 06830",1,0,0,0,0,0,0,0,0,0
"R. W., 90066",1,0,0,0,0,0,0,0,0,0
"D. P., 33594",1,0,0,0,0,0,0,0,0,0
"M. B., 43085",1,0,0,0,0,0,0,0,0,0
"H. C., 01844",1,0,0,0,0,0,0,0,0,0
"K. S., 98033",1,0,0,0,0,0,0,0,0,0
"K. E., 96797",1,0,0,0,0,0,0,0,1,0
"A. R., 03053",1,0,0,0,0,0,0,0,0,0
"P. B., 01880",1,0,0,1,1,1,0,0,0,0
"T. G., 01062",1,0,0,0,0,0,0,0,0,0
"T. C., 30236",1,0,0,0,0,0,0,0,0,0
"H. W., 32746",1,0,0,0,0,0,0,0,0,0
"R. O., 06705",1,0,0,0,0,0,0,0,0,0
"S. Q., 07016",1,0,0,0,0,0,0,0,0,0
"L. R., 92392",1,0,0,0,0,0,0,0,0,0
"P. L., 92867",1,0,0,0,0,0,0,0,0,0
"S. R., 04005",1,0,0,0,0,0,0,0,0,0
"A. H., 81001",1,0,1,1,1,1,0,1,0,1
"K. P., 60068",1,0,0,0,0,0,0,0,0,0
"P. B., 20852",1,1,1,0,1,0,0,1,0,1
"R. B., 22901",1,0,0,0,0,0,0,0,0,0
"A. S., 52314",1,0,0,0,0,0,0,0,0,0
"H. D., ME10 2EP",1,0,0,0,0,0,0,0,0,0
"D. R., 63118",1,0,0,0,1,0,0,0,0,0
"V. R., 25405",1,0,0,0,0,0,0,0,0,0
"B. H., 92201",1,0,0,0,0,0,0,0,0,0
"T. W., 36580",1,0,0,0,0,0,0,0,0,0
"R. D., 21502",1,0,0,0,0,0,0,0,0,0
"S. D., 01543",1,0,0,0,0,0,0,0,0,0
"J. S., 95828",1,0,0,0,0,0,0,0,0,0
"T. B., 30311",1,0,0,0,0,0,0,0,0,0
"J. P., 46814",1,0,0,0,0,0,0,0,0,0
"D. M., 28301",1,0,0,0,0,0,0,0,0,0
"H. M., 33458",1,0,0,0,0,0,0,0,0,0
"P. M., 43085",1,0,0,0,0,0,0,0,0,0
"M. K., 02144",1,0,0,0,0,0,0,0,0,0
"M. H., 123456",1,0,0,0,0,0,0,0,0,0
"N. P., 91731",1,0,0,0,0,0,0,0,0,0
"J. H., 90807",1,0,0,0,0,0,0,0,0,0
"M. R., 30728",1,0,0,0,0,0,0,0,0,0
"I. L., 30450",1,0,0,0,0,0,0,0,0,0
"T. C., 02341",1,0,0,0,0,0,0,0,0,0
"L. C., 32839",1,0,0,0,0,0,0,0,0,0
"K. M., 10306",1,0,0,0,0,0,0,0,0,0
"E. D., 32907",1,0,0,0,0,0,0,0,0,0
"K. M., 33162",1,0,0,0,0,0,0,0,0,0
"J. M., 75150",1,0,0,0,0,0,0,0,0,0
"S. D., 6153",1,0,0,0,0,0,0,0,0,0
"T. C., V8r4n3",1,0,0,0,0,0,0,0,0,0
"S. B., 91030",1,0,0,0,0,0,0,0,0,0
"L. B., 70767",1,0,0,0,0,0,0,0,0,0
"T. B., 02917",1,0,0,0,0,0,0,0,0,0
"R. G., 94043",1,0,1,0,1,1,0,0,0,0
"B. B., 48128",1,0,0,0,0,0,0,0,0,0
"D. M., 28804",1,0,0,0,0,0,0,0,0,0
"B. M., 75218",1,0,0,0,0,0,0,0,0,0
"M. D., 39402",1,0,0,0,0,0,0,0,0,0
"G. W., 06492",1,0,0,0,0,0,0,0,0,0
"C. G., 92703",1,0,0,0,0,0,0,0,0,0
"S. O., 07712",1,0,0,0,0,0,0,0,0,0
"N. W., 32766",1,0,0,0,0,0,0,0,0,0
"M. V., 85041",1,0,0,0,0,0,0,0,0,1
"C. S., 80918",1,0,0,0,0,0,0,0,0,0
"J. G., 48198",1,1,0,1,1,1,1,0,0,0
"M. A., 77017",1,0,0,0,0,0,0,0,0,0
"S. M., 23464",1,0,0,0,0,0,0,0,0,0
"M. R., 55362",1,0,0,0,0,0,0,0,0,0
"L. S., 52242",1,0,0,0,0,0,0,0,0,0
"C. F., 43110",1,0,0,0,1,0,0,0,0,0
"G. B., 21903",1,0,0,0,1,0,0,0,0,0
"H. G., 77598",1,0,0,0,0,0,0,0,0,0
"E. R., 06492",1,0,0,0,0,0,0,0,0,0
"C. L., 27516",1,0,0,0,0,0,0,0,0,0
"S. A., 27612",1,0,0,0,0,0,0,0,0,0
"C. T., 23112",1,0,0,0,0,0,0,0,0,0
"D. R., 05602",1,0,0,0,0,0,0,0,0,0
"V. H., 70769",1,0,0,0,0,0,0,0,0,0
"D. A., 37075",1,0,0,0,1,0,1,1,0,0
"R. S., 49507",1,1,0,0,0,0,0,0,0,0
"N. W., 60188",1,0,0,0,0,0,0,0,0,0
"J. D., 90601",1,0,0,0,0,0,0,0,0,0
"T. J., 20841",1,0,0,0,0,0,0,0,0,0
"C. L., 84651",1,0,0,0,0,0,0,0,0,0
"C. P., 80904",1,0,0,0,0,0,0,0,0,0
"D. D., 19132",1,0,0,0,0,0,0,0,0,0
"D. R., 60513",1,0,0,0,0,0,0,0,0,0
"R. T., 63033",1,0,0,0,0,0,0,0,0,0
"Q. T., 70115",1,0,0,0,0,0,0,0,0,0
"K. K., 02135",1,0,0,0,0,0,0,0,0,0
"E. C., 27959",1,0,0,0,0,0,0,0,0,0
"A. W., 3249",1,0,0,0,0,0,0,0,0,0
"A. H., 68154",1,0,0,0,0,0,0,0,0,0
"R. H., 94533",1,0,0,0,0,0,0,0,0,0
"C. S., 93012",1,0,1,0,0,1,0,0,0,0
"T. T., 25537",1,0,0,0,0,0,0,0,0,0
"J. S., 90740",1,0,0,0,0,0,0,0,0,0
"S. H., 02122",0,1,0,0,0,0,0,0,0,0
"T. B., 60628",0,1,0,0,0,0,0,0,0,0
"J. J., 55409",0,1,0,0,0,0,0,0,0,0
"M. F., 22202",0,1,0,0,0,0,0,0,0,0
"M. G., 78722",0,1,0,0,0,0,0,0,0,0
"S. W., 63121",0,1,0,0,0,0,0,0,0,0
"J. M., 20120",0,1,1,0,0,0,0,0,0,0
"E. W., 31778",0,1,0,0,0,0,0,0,0,0
"E. F., 63130",0,1,0,0,0,0,0,0,0,0
"L. J., 37211",0,1,0,0,0,0,0,0,0,0
"A. H., 30021",0,1,0,0,0,0,0,0,0,0
"K. T., 77379",0,1,0,0,0,0,0,0,0,0
"A. S., 63104",0,1,0,0,0,0,0,0,0,0
"A. Z., 61705",0,1,0,0,0,0,0,0,0,0
"J. M., 62206",0,1,0,0,0,0,0,0,0,0
"J. S., 97062",0,1,0,0,0,1,0,0,1,0
"B. D., 37803",0,1,0,0,0,0,0,0,0,0
"T. A., 18104",0,1,0,0,0,0,0,0,0,0
"L. R., 11375",0,1,0,0,0,0,0,0,0,0
"R. B., 91601",0,1,0,0,0,0,0,0,0,0
"K. K., 33181",0,1,0,0,0,0,0,0,0,0
"R. F., 20003",0,1,0,0,0,0,0,0,0,0
"N. P., 77098",0,1,0,0,0,0,0,0,0,1
"M. W., 71111",0,1,0,0,0,0,0,0,0,0
"D. R., 77489",0,1,0,0,0,0,0,0,0,0
"L. W., 63901",0,1,0,0,0,0,0,0,0,0
"S. M., 11249",0,1,0,0,0,0,0,0,0,0
"J. M., 43402",0,1,0,0,0,0,0,0,0,0
"K. F., 07079",0,1,0,0,0,0,0,0,0,0
"C. S., 23224",0,1,0,0,0,0,0,0,0,0
"M. S., 27262",0,1,1,0,0,0,0,1,0,0
"J. D., 11743",0,1,0,0,0,0,0,0,0,0
"D. S., 55125",0,1,0,0,0,0,0,0,0,0
"A. G., 06380",0,1,0,0,0,0,0,0,0,0
"B. D., 07305",0,1,0,0,0,0,0,0,0,0
"M. S., 40511",0,1,0,0,0,0,0,0,0,0
"K. C., 53211",0,1,0,0,0,0,0,0,0,0
"J. S., 91601",0,1,0,0,0,0,0,0,0,0
"C. H., 20009",0,1,0,0,0,0,0,0,0,0
"C. B., 02653",0,1,0,0,0,0,0,0,0,0
"A. F., 63119",0,1,0,0,0,0,0,0,0,0
"R. E., 22314",0,1,0,0,0,0,0,0,0,0
"B. Y., 14850",0,1,0,0,0,0,0,0,0,0
"T. D., 02130",0,1,0,0,0,0,0,0,0,0
"P. M., 01527",0,1,0,0,0,0,0,0,0,0
"J. C., 30316",0,1,0,0,0,0,0,0,0,0
"E. G., 78212",0,1,0,0,0,0,0,0,0,0
"A. L., 08540",0,1,0,0,0,0,0,0,0,0
"A. L., 91344",0,1,0,0,0,0,0,0,0,0
"S. O., 30078",0,1,0,0,0,0,0,0,0,0
"A. L., 63031",0,1,0,0,0,0,0,0,0,0
"M. H., 94608",0,1,0,0,0,0,0,0,0,0
"A. L., 63123",0,1,0,0,0,0,0,0,0,0
"C. S., 02135",0,1,0,0,0,0,0,0,0,0
"M. B., 63104",0,1,0,0,0,0,0,0,0,0
"M. S., 73072",0,1,0,0,0,0,1,0,0,0
"J. B., 94127",0,1,0,0,0,0,0,0,0,0
"B. M., 02138",0,1,0,0,0,0,0,0,0,0
"P. R., 10969",0,1,0,0,0,0,0,0,0,0
"K. F., 97405",0,1,0,0,0,0,0,0,0,0
"J. G., 27610",0,1,0,0,0,0,0,0,0,0
"K. J., 30906",0,1,0,0,0,0,0,0,0,0
